S.No,Country/Region,ISO3,Exports_1,Imports_1,Total Trade_1,Trd.Bal_1,Exports_2,Imports_2,Total Trade_2,Trd.Bal_2,Export_Share_of_TotalTrade_%,Import_Share_of_TotalTrade_%,TradeBalance_Ratio_%,Exports_Growth_Computed_%,Imports_Growth_Computed_%,TotalTrade_Growth_%,Total_Trade_Calculated_Y1,Total_Trade_Difference_Y1,Total_Trade_Validation_Y1,Trade_Balance_Calculated_Y1,Trade_Balance_Difference_Y1,Trade_Balance_Validation_Y1,Total_Trade_Calculated_Y0,Total_Trade_Difference_Y0,Total_Trade_Validation_Y0,Trade_Balance_Calculated_Y0,Trade_Balance_Difference_Y0,Trade_Balance_Validation_Y0,Continent,Regional_Grouping,Income_Group_WB,GDP_USD_million_External,GDP_Growth_%_Derived,GDP_per_Capita_USD_Derived,Population_million_External,FTA_with_India,Distance_from_India_km_approx,Import_to_Export_Ratio,Trade_Balance_Category,Import_Dependency,Export_Dependency,Export_Growth_Category,Imports_Growth_Category,TotalTrade_Growth_Category,Trade_Pressure_Score_0_100,Trade_Pressure_Category,Export_Opportunity_Score_0_100_Sim,Market_Risk_Score_0_100_Sim,Investment_Priority_Score_0_100_Sim,Target_Market_Priority_Score_0_100_Sim,Expected_Revenue_USD_million_Sim,Expected_Cost_USD_million_Sim,Expected_Profit_USD_million_Sim,Profit_Margin_%_Sim,Investment_Required_USD_million_Sim,Expected_ROI_%_Sim,Recommended_Action_Sim,GDP_Source,GDP_Source_Year,Population_Source,Population_Source_Year,Classification_Source,Classification_Source_Year,Distance_Source,Year_Status_Note,Import_to_Export_Ratio_Status,Predictive_Next_Year_Exports,Predictive_Next_Year_Imports,Predictive_Next_Year_Total_Trade,Predictive_Next_Year_Trade_Balance,Predictive_Export_Lag_1,Predictive_Import_Lag_1,Predictive_Trade_Lag_1,Predictive_TradeBalance_Lag_1
73,GEORGIA,GEO,1413.63,347.2,1760.84,1066.43,2108.12,571.67,2679.79,1536.46,80.28157015969651,19.71786192953363,60.56370823016288,49.12813112341983,64.65149769585253,52.188160196269976,1760.8300000000002,0.01,Valid,1066.43,0.0,Valid,2679.79,0.0,Valid,1536.4499999999998,0.01,Valid,Asia,Europe and Central Asia,Upper-middle income,30535.53,22.22,8253.83,3.7,No,3979.0,0.2456,Trade Surplus,Low Import Dependency,High Export Dependency,High Growth,High Growth,High Growth,24.9,Low Trade Pressure,79.0,24.9,77.0,69.3,70.68,48.06,22.62,32.0,56.54,40.01,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,1413.63,347.2,1760.84,1066.43,2108.12,571.67,2679.79,1536.46
74,GERMANY,DEU,65737.46,116016.09,181753.56,-50278.63,72626.34,133762.84,206389.18,-61136.5,36.16845799334,63.8315365047045,-27.663078511364507,10.479382683784848,15.296800642048874,13.554408507871866,181753.55,0.01,Valid,-50278.62999999999,-0.0,Valid,206389.18,0.0,Valid,-61136.5,0.0,Valid,Europe,Europe and Central Asia,High income,4456081.02,9.15,53355.64,83.517,"Concluded (EU-India FTA, Jan 2026) - Not yet in force",6765.0,1.7648,Trade Deficit,Moderate Import Dependency,Low Export Dependency,High Growth,High Growth,High Growth,37.4,Low Trade Pressure,74.8,37.4,68.7,61.8,3286.87,2235.07,1051.8,32.0,2629.5,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,65737.46,116016.09,181753.56,-50278.63,72626.34,133762.84,206389.18,-61136.5
75,GHANA,GHA,7365.27,9797.02,17162.29,-2431.75,9237.48,12774.83,22012.31,-3537.35,42.91542678745086,57.08457321254914,-14.16914642509828,25.419434725407204,30.395058905667227,28.259748553369047,17162.29,0.0,Valid,-2431.75,0.0,Valid,22012.31,0.0,Valid,-3537.3500000000004,0.0,Valid,Africa,Sub-Saharan Africa,Lower-middle income,76370.39,2.84,2218.3,34.427,No,8561.0,1.3302,Trade Deficit,Moderate Import Dependency,Low Export Dependency,High Growth,High Growth,High Growth,25.9,Low Trade Pressure,75.3,25.9,74.7,67.2,368.26,250.42,117.84,32.0,294.61,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,7365.27,9797.02,17162.29,-2431.75,9237.48,12774.83,22012.31,-3537.35
76,GIBRALTAR,GIB,6884.61,2.5,6887.11,6882.11,229.3,0.18,229.48,229.12,99.96370030390106,0.0362996960989442,99.92740060780211,-96.6693828699084,-92.8,-96.66797829568571,6887.11,0.0,Valid,6882.11,0.0,Valid,229.48,-0.0,Valid,229.12,0.0,Valid,Europe,Europe and Central Asia,High income,,,,0.039,No,8048.0,0.0004,Trade Surplus,Low Import Dependency,High Export Dependency,Negative Growth,Negative Growth,Negative Growth,24.9,Low Trade Pressure,29.1,24.9,52.1,46.9,344.23,234.08,110.15,32.0,275.38,40.0,Maintain Current Trade,,,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,6884.61,2.5,6887.11,6882.11,229.3,0.18,229.48,229.12
77,GREECE,GRC,6268.53,6290.72,12559.25,-22.19,7403.88,2998.15,10402.03,4405.72,49.91165873758385,50.08834126241615,-0.1766825248322949,18.11190183344421,-52.340113691278574,-17.176344128829342,12559.25,0.0,Valid,-22.19000000000051,0.0,Valid,10402.03,0.0,Valid,4405.73,-0.01,Valid,Europe,Europe and Central Asia,High income,238206.31,9.48,22893.15,10.405,"Concluded (EU-India FTA, Jan 2026) - Not yet in force",5632.0,1.0035,Balanced,Moderate Import Dependency,Low Export Dependency,High Growth,Negative Growth,Negative Growth,23.5,Low Trade Pressure,68.9,23.5,72.7,65.4,313.43,213.14,100.29,32.0,250.74,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,6268.53,6290.72,12559.25,-22.19,7403.88,2998.15,10402.03,4405.72
78,GRENADA,GRD,31.74,15.56,47.3,16.18,28.56,1.9,30.46,26.66,67.10359408033827,32.89640591966174,34.20718816067653,-10.01890359168242,-87.7892030848329,-35.60253699788583,47.3,0.0,Valid,16.18,0.0,Valid,30.46,0.0,Valid,26.66,0.0,Valid,Americas,Latin America and the Caribbean,Upper-middle income,1320.33,7.82,11264.98,0.117,No,14253.0,0.4902,Trade Surplus,Low Import Dependency,High Export Dependency,Negative Growth,Negative Growth,Negative Growth,23.7,Low Trade Pressure,30.1,23.7,53.2,47.9,1.59,1.08,0.51,32.08,1.27,40.16,Maintain Current Trade,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,31.74,15.56,47.3,16.18,28.56,1.9,30.46,26.66
79,GUADELOUPE,GLP,34.0,0.08,34.08,33.92,39.44,2.92,42.36,36.52,99.76525821596243,0.2347417840375587,99.5305164319249,15.999999999999991,3550.0,24.295774647887328,34.08,0.0,Valid,33.92,0.0,Valid,42.36,0.0,Valid,36.52,0.0,Valid,Americas,,,,,,,No,13956.0,0.0024,Trade Surplus,Low Import Dependency,High Export Dependency,High Growth,High Growth,High Growth,42.4,Moderate Trade Pressure,46.1,42.4,51.8,46.6,1.7,1.16,0.54,31.76,1.36,39.71,Diversify Export Market,,,,,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,34.0,0.08,34.08,33.92,39.44,2.92,42.36,36.52
80,GUAM,GUM,6.72,0.11,6.83,6.61,9.38,0.12,9.51,9.26,98.38945827232796,1.610541727672035,96.77891654465594,39.58333333333335,9.090909090909086,39.23865300146412,6.83,0.0,Valid,6.609999999999999,0.0,Valid,9.5,0.01,Valid,9.260000000000002,-0.0,Valid,Oceania,East Asia and Pacific,High income,,,,0.168,No,7210.0,0.0164,Trade Surplus,Low Import Dependency,High Export Dependency,High Growth,Moderate Growth,High Growth,24.1,Low Trade Pressure,57.3,24.1,66.6,59.9,0.34,0.23,0.11,32.35,0.27,40.74,Diversify Product,,,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,6.72,0.11,6.83,6.61,9.38,0.12,9.51,9.26
81,GUATEMALA,GTM,3779.29,223.39,4002.68,3555.9,4406.96,206.76,4613.72,4200.21,94.41898927718428,5.581010722815714,88.83797855436858,16.608145974508442,-7.44437978423385,15.26577193280503,4002.68,0.0,Valid,3555.9,0.0,Valid,4613.72,0.0,Valid,4200.2,0.01,Valid,Americas,Latin America and the Caribbean,Upper-middle income,102050.47,7.42,5544.31,18.406,No,15829.0,0.0591,Trade Surplus,Low Import Dependency,High Export Dependency,High Growth,Negative Growth,High Growth,23.8,Low Trade Pressure,64.3,23.8,70.2,63.2,188.96,128.5,60.46,32.0,151.17,39.99,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,3779.29,223.39,4002.68,3555.9,4406.96,206.76,4613.72,4200.21
82,GUINEA,GIN,4322.6,10887.98,15210.57,-6565.38,6149.44,5489.78,11639.22,659.66,28.418395891804188,71.58166985195163,-43.16327396014745,42.26252718271409,-49.579444488325656,-23.47939623564403,15210.58,-0.01,Valid,-6565.379999999999,-0.0,Valid,11639.22,0.0,Valid,659.6599999999999,0.0,Valid,Africa,Sub-Saharan Africa,Lower-middle income,23612.3,12.44,1600.31,14.755,No,9283.0,2.5188,Trade Deficit,High Import Dependency,Low Export Dependency,High Growth,Negative Growth,Negative Growth,24.2,Low Trade Pressure,81.0,24.2,78.4,70.6,216.13,146.97,69.16,32.0,172.9,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,4322.6,10887.98,15210.57,-6565.38,6149.44,5489.78,11639.22,659.66
83,GUINEA BISSAU,GNB,44.84,601.28,646.12,-556.45,153.26,1523.72,1676.98,-1370.46,6.939887327431437,93.06011267256856,-86.12177304525476,241.7930419268509,153.4127195316658,159.5462143255123,646.12,0.0,Valid,-556.4399999999999,-0.01,Valid,1676.98,0.0,Valid,-1370.46,0.0,Valid,Africa,Sub-Saharan Africa,Low income,1966.46,14.72,893.3,2.201,No,9759.0,13.4095,Trade Deficit,High Import Dependency,Low Export Dependency,High Growth,High Growth,High Growth,20.8,Low Trade Pressure,67.2,20.8,73.2,65.9,2.24,1.52,0.72,32.14,1.79,40.22,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,44.84,601.28,646.12,-556.45,153.26,1523.72,1676.98,-1370.46
84,GUYANA,GUY,610.47,44.83,655.3,565.64,624.89,35.14,660.03,589.75,93.15885853807416,6.841141461925836,86.31771707614834,2.362114436417836,-21.61498996207896,0.7218068060430366,655.3000000000001,-0.0,Valid,565.64,0.0,Valid,660.03,0.0,Valid,589.75,0.0,Valid,Americas,Latin America and the Caribbean,Upper-middle income,16786.3,14.05,20198.01,0.831,No,14462.0,0.0734,Trade Surplus,Low Import Dependency,High Export Dependency,Moderate Growth,Negative Growth,Moderate Growth,24.7,Low Trade Pressure,46.5,24.7,60.9,54.8,30.52,20.76,9.76,31.98,24.42,39.97,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,610.47,44.83,655.3,565.64,624.89,35.14,660.03,589.75
85,HAITI,HTI,766.79,107.41,874.2,659.38,627.14,61.07,688.21,566.07,87.7133379089453,12.286662091054676,75.42667581789064,-18.212287588518368,-43.14309654594544,-21.275451841683825,874.1999999999999,0.0,Valid,659.38,0.0,Valid,688.21,0.0,Valid,566.0699999999999,0.0,Valid,Americas,Latin America and the Caribbean,Lower-middle income,19850.83,-1.99,1686.2,11.773,No,14545.0,0.1401,Trade Surplus,Low Import Dependency,High Export Dependency,Negative Growth,Negative Growth,Negative Growth,25.0,Low Trade Pressure,36.0,25.0,55.5,50.0,38.34,26.07,12.27,32.0,30.67,40.01,Maintain Current Trade,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,766.79,107.41,874.2,659.38,627.14,61.07,688.21,566.07
86,HONDURAS,HND,1742.46,226.39,1968.86,1516.07,1932.36,265.35,2197.71,1667.01,88.50095994636492,11.49853214550552,77.00242780085938,10.898385041837392,17.209240690843252,11.6234775453816,1968.85,0.01,Valid,1516.0700000000002,-0.0,Valid,2197.71,0.0,Valid,1667.0099999999998,0.0,Valid,Americas,Latin America and the Caribbean,Lower-middle income,34400.51,9.46,3177.67,10.826,No,15726.0,0.1299,Trade Surplus,Low Import Dependency,High Export Dependency,High Growth,High Growth,High Growth,25.2,Low Trade Pressure,57.7,25.2,66.2,59.6,87.12,59.24,27.88,32.0,69.7,40.0,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,1742.46,226.39,1968.86,1516.07,1932.36,265.35,2197.71,1667.01
87,HONG KONG,HKG,54918.52,139686.21,194604.73,-84767.69,40149.38,137093.25,177242.63,-96943.87,28.220547362851867,71.77945263714813,-43.55890527429626,-26.892822312036085,-1.856274860632264,-8.921725592178568,194604.73,0.0,Valid,-84767.69,0.0,Valid,177242.63,0.0,Valid,-96943.87,0.0,Valid,Asia,East Asia and Pacific,High income,382054.57,6.51,50777.45,7.524,No,3856.0,2.5435,Trade Deficit,High Import Dependency,Low Export Dependency,Negative Growth,Negative Growth,Negative Growth,46.6,Moderate Trade Pressure,51.7,46.6,52.6,47.3,2745.93,1867.24,878.69,32.0,2196.74,40.0,Diversify Export Market,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,54918.52,139686.21,194604.73,-84767.69,40149.38,137093.25,177242.63,-96943.87
88,HUNGARY,HUN,3884.08,2095.9,5979.98,1788.19,3734.8,3036.8,6771.6,698.0,64.95138779728362,35.0486122027164,29.90294281920676,-3.843381186793263,44.89240898897848,13.237836915842545,5979.98,0.0,Valid,1788.1799999999998,0.01,Valid,6771.6,0.0,Valid,698.0,0.0,Valid,Europe,Europe and Central Asia,High income,212388.91,19.99,22211.62,9.562,"Concluded (EU-India FTA, Jan 2026) - Not yet in force",5914.0,0.5396,Trade Surplus,Low Import Dependency,Moderate Export Dependency,Negative Growth,High Growth,High Growth,26.5,Low Trade Pressure,52.4,26.5,63.0,56.7,194.2,132.06,62.14,32.0,155.36,40.0,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,3884.08,2095.9,5979.98,1788.19,3734.8,3036.8,6771.6,698.0
